Player Name,BadTimeWithScar,BdoubleO100,Biffa001,Biffa2001,CamM77,Cojomax99,Cub_Cam,Docm77,Duke_da_dog,EvilXisuma,GoodTimeWithScar,Grian,Grianch,HumanCleo,ImpulseCam,Jessassin,Jevination,Jura_Whitey,Kamalis1,Keralis1,Mumbo,MumboJumbo,PhoenixfireLune,PokePugx,PythonCam,PythonGB,Renthedog,Stressmonster101,Stressmonsterin,Tango,TangoCam,Tinfoilchef,TwoMuchGrian,WFRTNews,WelsCam,Welsknight,Xisuma,ZedCam,Zedaph,ZombieCleo,cubfan135,falsesymmetry,iJevin,impulseSV,isGall85,iskall85,joehillssays,joehillssees,renthebob,truesymmetry,tterrag,xBCrafted,xisumavoid
minecraft.mined.cyan_concrete,0,0,0,0,0,0,0,1,0,0,629,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,102,452,0,2,0,0,0,0,0,64,166,0,0,0,342,585,1030,393,0,590,5,0,0,0,0,0,0
minecraft.mined.cyan_concrete_powder,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,29,33,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.mined.cyan_glazed_terracotta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,71,0,0,0,0,23,0,0,0,0,0,0,0
minecraft.mined.cyan_shulker_box,0,1,0,33,0,0,0,12,0,0,148,26,0,0,0,0,0,0,0,4,0,17,0,0,0,0,101,125,0,246,0,0,0,0,0,0,627,0,26,0,524,0,42,55,0,392,35,0,0,0,0,0,0
minecraft.mined.cyan_stained_glass,0,0,0,3,0,0,0,0,0,0,30,5821,0,0,0,0,0,0,0,0,0,5,0,0,0,0,29,55,0,17,0,0,0,0,0,0,16,0,447,0,41,6,176,0,0,719,0,0,0,0,0,18,0
minecraft.mined.cyan_stained_glass_pane,0,0,0,0,0,0,0,0,0,0,14,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0,0,0,0,0,0,0,0,28,0,0,24,15,16,24,0,0,27,0,0,0,0,0,5,0
minecraft.mined.cyan_terracotta,0,548,0,0,0,0,0,1167,6,0,9567,11735,0,0,0,0,0,0,0,13,0,2553,0,0,0,342,453,1533,0,1124,0,2,0,0,0,515,4707,0,0,99,4738,713,888,751,0,12429,26,0,0,0,0,13,0
minecraft.mined.cyan_wall_banner,0,1,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,2,0,0,0,0,0,0,0,0,0,0,0
minecraft.mined.cyan_wool,0,79,0,0,0,0,0,0,0,0,51,22,0,0,0,0,0,0,0,2,0,8,0,0,0,0,56,45,0,38,0,0,0,0,0,2,8,0,72,0,19,0,0,0,0,44,0,0,0,0,0,0,0
minecraft.mined.damaged_anvil,0,0,0,3,0,0,0,10,0,0,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,24,0,8,0,2,0,0,0,2,41,0,1,0,40,27,9,15,0,10,7,0,0,0,0,0,0
minecraft.mined.dandelion,0,74,0,10,0,15,0,433,0,0,752,388,0,0,0,8,0,7,0,18,0,183,1,1,0,20,322,47,0,238,0,24,0,0,0,110,289,0,183,61,254,437,59,170,0,109,96,0,0,0,1,3,0
minecraft.mined.dark_oak_button,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,3,0,5,0,0,0,0,0,0,3,0,0,0,48,17,0,0,0,2,0,0,0,0,0,0,0
minecraft.mined.dark_oak_fence,0,102,0,20,0,0,0,77,0,0,188,68,0,18,0,0,0,0,0,0,0,8,0,0,0,87,900,442,0,42,0,0,0,0,0,87,447,0,10,454,435,348,54,14,0,504,129,0,0,0,0,0,0
minecraft.mined.dark_oak_fence_gate,0,53,0,0,0,0,0,32,0,0,87,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,125,31,0,0,0,4,0,0,0,0,10,0,0,1,35,33,19,0,0,4,0,0,0,0,0,0,0
minecraft.mined.dark_oak_leaves,0,1454,0,27,0,0,0,52,0,0,1062,255,0,0,0,9,0,0,0,0,0,1266,0,0,0,92,2652,17,0,0,0,5,0,0,0,3543,1016,0,85,786,1611,645,89,18,0,136,185,0,0,0,0,210,0
minecraft.mined.dark_oak_log,0,7729,0,611,0,0,0,93,0,0,41139,1791,0,11,0,178,0,0,0,59,0,2696,0,0,0,168,37582,813,0,74,0,27,0,0,0,1182,8828,0,219,986,21124,4948,71,543,0,1987,632,0,0,0,0,77,0
minecraft.mined.dark_oak_planks,0,691,0,67,0,0,0,243,0,0,771,1169,0,0,0,3,0,0,0,2,0,99,0,0,0,120,974,1090,0,114,0,0,0,0,0,129,1552,0,44,69,622,314,1481,1,0,264,217,0,0,0,0,0,0
minecraft.mined.dark_oak_pressure_plate,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0,1,0,1,0,0,0,0,0,0,0,0,22,2,0,0,0,5,5,0,0,0,0,0,0
minecraft.mined.dark_oak_sapling,0,66,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,19,0,3,4,54,37,0,1,0,0,5,0,0,0,0,0,0
minecraft.mined.dark_oak_sign,0,0,0,0,0,0,0,1,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,10,0,0,0,2,1,6,0,0,0,3,0,0,0,0,0,0,0
minecraft.mined.dark_oak_slab,0,698,0,2,0,0,0,661,0,0,1801,595,0,0,0,9,0,0,0,15,0,4,0,0,0,16,1749,115,0,217,0,0,0,0,0,388,574,0,0,133,488,930,0,23,0,520,10,0,0,0,0,216,0
minecraft.mined.dark_oak_stairs,0,659,0,8,0,0,0,258,0,0,681,818,0,1,0,1,0,0,0,37,0,1,0,0,0,102,988,81,0,68,0,11,0,0,0,590,569,0,12,118,458,285,6,0,0,128,95,0,0,0,0,36,0
minecraft.mined.dark_oak_trapdoor,0,109,0,2,0,0,0,160,0,0,176,112,0,0,0,0,0,0,0,7,0,14,0,0,0,5,536,36,0,15,0,3,0,0,0,72,143,0,0,143,76,174,148,23,0,232,1,0,0,0,0,4,0
minecraft.mined.dark_oak_wall_sign,0,0,0,0,0,0,0,4,0,0,1,6,0,0,0,0,0,0,0,5,0,0,0,0,0,17,1,0,0,4,0,0,0,0,0,7,8,0,14,11,26,30,0,1,0,5,0,0,0,0,0,0,0
minecraft.mined.dark_oak_wood,0,183,0,0,0,0,0,0,0,0,221,0,0,20,0,0,0,0,0,0,0,0,0,0,0,2,12,8,0,2,0,0,0,0,0,0,6,0,0,8,128,566,0,0,0,1,0,0,0,0,0,0,0
minecraft.mined.dark_prismarine,0,0,0,286,0,0,0,296,0,0,1234,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686,152,0,33,0,0,0,0,0,19,826,0,7,0,556,358,50,3,0,592,4,0,0,0,0,35,0
minecraft.mined.dark_prismarine_slab,0,0,0,0,0,0,0,30,0,0,18,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,48,0,0,0,0,0,0,0,80,685,0,0,0,285,47,0,0,0,46,0,0,0,0,0,0,0
minecraft.mined.dark_prismarine_stairs,0,0,0,0,0,0,0,14,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,17,0,0,0,0,0,0,0,0,27,0,0,0,257,13,0,0,0,17,0,0,0,0,0,0,0
minecraft.mined.daylight_detector,0,0,0,0,0,0,0,5,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,2,0,4,0,185,15,4,0,0,7,0,0,0,0,0,0,0
minecraft.mined.dead_brain_coral,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,59,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.mined.dead_brain_coral_block,0,0,0,1,0,0,0,0,0,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,1,0,0,0,231,2,161,0,0,28,1,0,0,0,0,0,0
minecraft.mined.dead_brain_coral_fan,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,269,2,0,0,0,0,0,0,0,0,0,0,0
minecraft.mined.dead_brain_coral_wall_fan,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.mined.dead_bubble_coral,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1,0,0,0,0,0,0,0,0,0,0,0
minecraft.mined.dead_bubble_coral_block,0,0,0,0,0,0,0,0,0,0,156,4,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,3,0,0,15,0,0,0,0,0,0,0
minecraft.mined.dead_bubble_coral_fan,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,2,0,0,0,0,1,0,0,0,0,0,0
minecraft.mined.dead_bubble_coral_wall_fan,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.mined.dead_bush,0,64,0,8,0,0,0,122,0,0,118,52,0,1,0,0,0,0,0,13,0,74,0,0,0,2,5,7,0,21,0,1,0,0,0,7,23,0,3,54,372,252,4,1,0,116,98,0,0,0,0,0,0
minecraft.mined.dead_fire_coral,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.mined.dead_fire_coral_block,0,0,0,0,0,0,0,2,0,0,199,22,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,43,0,0,0,936,0,1,0,0,27,3,0,0,0,0,0,0
minecraft.mined.dead_fire_coral_fan,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,306,0,0,0,0,1,0,0,0,0,0,0,0
minecraft.mined.dead_fire_coral_wall_fan,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,4,0,0,0,0,0,0,0
minecraft.mined.dead_horn_coral,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.mined.dead_horn_coral_block,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,2,0,0,0,0,0,0,0,0,0,0,270,0,8,0,0,11,1,0,0,0,0,0,0
minecraft.mined.dead_horn_coral_fan,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,272,4,0,0,0,0,0,0,0,0,0,0,0
minecraft.mined.dead_horn_coral_wall_fan,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.mined.dead_tube_coral,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.mined.dead_tube_coral_block,0,0,0,0,0,0,0,0,0,0,119,13,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,1,0,144,0,279,0,6,0,0,12,11,0,0,0,0,0,0
minecraft.mined.dead_tube_coral_fan,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.mined.dead_tube_coral_wall_fan,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
minecraft.mined.detector_rail,0,0,0,0,0,0,0,14,0,0,14,5,0,0,0,0,0,0,0,0,0,46,0,0,0,0,26,2,0,18,0,12,0,0,0,2,34,0,13,0,6,1,3,13,0,66,10,0,0,0,0,0,0
minecraft.mined.diamond_block,0,2,0,29,0,0,0,200,0,0,1077,169,0,0,0,0,0,0,0,6,0,98,0,0,0,0,55,7,0,31,0,22,0,0,0,90,40,0,0,1,425,48,250,17,0,757,16,0,0,0,0,0,0
minecraft.mined.diamond_ore,0,210,0,387,0,0,0,314,0,0,3805,577,0,54,0,0,0,0,0,932,0,510,0,0,0,26,1715,540,0,234,0,2036,0,0,0,164,487,0,323,488,2413,510,9244,220,0,936,272,0,0,0,0,214,0
minecraft.mined.diorite,0,6068,0,2285,0,0,0,8672,0,0,36792,22288,0,312,0,107,0,0,0,3143,0,11357,0,0,0,228,33072,8732,0,13920,0,14233,0,0,0,8983,19867,0,2096,4015,19850,23216,15647,16500,0,24988,5307,0,0,0,0,2051,0
minecraft.mined.diorite_slab,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0
minecraft.mined.diorite_stairs,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
minecraft.mined.diorite_wall,0,68,0,0,0,0,0,1,0,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.mined.dirt,1,7985,0,1848,0,6,0,25311,23,16,303060,46512,0,285,0,354,0,0,0,4065,0,37276,4,0,0,4712,79309,24553,0,26712,0,6250,0,0,0,23320,93253,0,11894,6029,105030,113254,17497,20213,7,70856,36366,0,0,0,16,2102,0
minecraft.mined.dispenser,0,16,0,2,0,0,0,173,0,0,65,67,0,1,0,0,0,0,0,0,0,67,0,0,0,2,59,22,0,161,0,32,0,0,0,1,405,0,16,10,247,20,79,217,0,197,16,0,0,0,0,0,0
minecraft.mined.dragon_head,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,7,9,0,0,0,1,0,0,0,0,0,0,0
minecraft.mined.dragon_wall_head,0,0,0,0,0,0,0,0,0,0,23,8,0,0,0,0,0,0,0,0,0,2,0,0,0,27,6,0,0,0,0,0,0,0,0,0,9,0,0,0,19,4,5,11,0,10,0,0,0,0,0,0,0
minecraft.mined.dried_kelp_block,0,11,0,0,0,0,0,0,0,0,33,19,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,80,0,0,0,660,8,0,2,0,0,13,0,0,0,0,0,0
minecraft.mined.dropper,0,0,0,0,0,0,0,71,0,0,61,11,0,0,0,0,0,0,0,6,0,219,0,0,0,1,77,43,0,84,0,30,0,0,0,3,427,0,37,106,232,24,151,505,0,618,0,0,0,0,0,0,0
minecraft.mined.emerald_block,0,1,0,4,0,0,0,25,0,0,9,105,0,0,0,0,0,0,0,1,0,59,0,0,0,4,21,6,0,2,0,0,0,0,0,0,113,0,0,12,481,9,61,0,0,253,35,0,0,0,0,0,0
minecraft.mined.emerald_ore,0,0,0,0,0,0,0,1,0,0,25,42,0,0,0,0,0,0,0,23,0,0,0,0,0,0,43,0,0,27,0,27,0,0,0,7,5,0,0,1,82,37,126,29,0,62,0,0,0,0,0,0,0
minecraft.mined.enchanting_table,0,6,0,2,0,0,0,2,0,0,13,4,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,7,0,0,0,0,0,0,9,0,0,0,10,4,2,1,0,1,2,0,0,0,0,0,0
minecraft.mined.end_rod,0,2,0,0,0,0,0,112,0,0,2072,432,0,7,0,0,0,2,0,77,0,485,0,0,0,1035,285,243,0,282,0,104,0,0,0,114,662,0,42,106,1552,50,43,86,0,1220,62,0,0,0,0,0,0
minecraft.mined.end_stone,0,0,0,0,0,0,0,178,0,0,116,70,0,0,0,0,0,0,0,0,0,1300,0,0,0,379,49,4,0,725,0,32,0,0,0,1,4078,0,1158,1,11115,734,1286,367,0,1957,446,0,0,0,0,0,0
minecraft.mined.end_stone_brick_slab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.mined.end_stone_brick_stairs,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.mined.end_stone_brick_wall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,72,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.mined.end_stone_bricks,0,0,0,0,0,0,0,22,0,0,93,129,0,52,0,0,0,0,0,0,0,276,0,0,0,178,636,0,0,161,0,3,0,0,0,4,446,0,1039,36,944,157,66,1418,0,1275,35,0,0,0,0,0,0
minecraft.mined.ender_chest,0,1,0,284,0,0,0,335,0,0,1183,228,0,15,0,0,0,0,0,20,0,77,0,0,0,389,210,1157,0,715,0,16,0,0,0,903,1539,0,181,4,4504,364,523,418,0,1482,30,0,0,0,0,0,0
minecraft.mined.farmland,0,53,0,6,0,0,0,72,0,0,446,333,0,0,0,43,0,0,0,10,0,72,0,0,0,116,157,38,0,88,0,22,0,0,0,0,184,0,60,26,360,432,250,1135,0,678,21,0,0,0,0,0,0
minecraft.mined.fern,0,54,0,2,0,0,0,213,0,0,466,204,0,0,0,0,0,0,0,10,0,4,0,0,0,37,219,19,0,1,0,1,0,0,0,72,136,0,19,2,538,525,51,63,0,89,22,0,0,0,0,0,0
minecraft.mined.fire_coral,0,0,0,0,0,0,0,9,0,0,200,48,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0,0,1,432,0,7,0,0,2,0,0,0,0,0,1,0
minecraft.mined.fire_coral_block,0,0,0,0,0,0,0,55,0,0,1941,429,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,0,5,0,0,0,0,0,0,507,0,0,0,2635,2,38,0,0,87,2,0,0,0,0,0,0
minecraft.mined.fire_coral_fan,0,0,0,0,0,0,0,5,0,0,177,56,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,432,0,2,0,0,7,0,0,0,0,0,0,0
minecraft.mined.fire_coral_wall_fan,0,0,0,0,0,0,0,30,0,0,1087,316,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,2,1002,0,4,0,0,4,0,0,0,0,0,0,0
minecraft.mined.fletching_table,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0
minecraft.mined.flower_pot,0,6,0,2,0,0,0,7,0,0,8,21,0,0,0,0,0,0,0,3,0,0,0,0,0,25,11,4,0,31,0,0,0,0,0,3,4,0,1,2,22,13,7,0,0,9,5,0,0,0,0,0,0
minecraft.mined.frosted_ice,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.mined.furnace,0,55,0,67,0,0,0,77,0,1,49,139,0,31,0,3,0,0,0,13,0,472,0,0,0,59,717,48,0,134,0,68,0,0,0,135,991,0,118,32,357,92,295,177,0,333,95,0,0,0,0,15,0
minecraft.mined.glass,0,8,0,144,0,0,0,1780,0,0,92,982,0,14,0,0,0,0,0,137,0,2546,0,0,0,18,2528,1859,0,3053,0,94,0,0,0,222,1671,0,796,11,2914,788,3221,2701,0,2708,49,0,0,0,0,0,0
minecraft.mined.glass_pane,0,46,0,4,0,0,0,16,0,0,79,34,0,0,0,1,0,0,0,47,0,22,0,0,0,0,1642,10,0,102,0,79,0,0,0,22,195,0,32,7,186,58,274,9,0,31,14,0,0,0,0,5,0
minecraft.mined.glowstone,0,0,0,205,0,0,0,245,0,0,2624,2183,0,0,0,0,0,0,0,2,0,236,0,0,0,252,1084,160,0,400,0,6,0,0,0,430,167,0,122,94,10280,995,987,343,0,432,55,0,0,0,0,0,0
minecraft.mined.gold_block,0,389,0,91,0,0,0,140,0,0,595,92,0,0,0,0,0,0,0,0,0,26,0,0,0,5,4238,155,0,596,0,2,0,0,0,0,640,0,15,11,1195,661,1570,430,0,242,17,0,0,0,0,0,0
minecraft.mined.gold_ore,0,433,0,495,0,0,0,205,0,0,3406,874,0,67,0,11,0,0,0,98,0,431,0,0,0,65,1224,389,0,341,0,1966,0,0,0,587,1007,0,455,670,6933,630,5684,311,0,861,705,0,0,0,0,261,0
minecraft.mined.granite,0,4369,0,1967,0,0,0,8083,0,0,36736,16545,0,315,0,42,0,0,0,2186,0,9240,0,0,0,430,25262,7968,0,14903,0,14028,0,0,0,7740,17538,0,1725,4468,19380,23504,14335,12935,0,21483,5597,0,0,0,0,1072,0
minecraft.mined.granite_slab,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.mined.granite_stairs,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,6,0,0,0,0,0,0
minecraft.mined.granite_wall,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.mined.grass,1,1683,0,745,0,1819,0,2585,4,0,6789,6462,0,0,0,151,0,1124,0,702,0,1817,454,97,0,2176,10129,1476,0,625,0,93,0,0,0,2618,6847,0,1748,1408,7772,9341,1844,3002,0,1526,2252,0,0,0,261,207,0
minecraft.mined.grass_block,0,7682,0,604,1,22,0,15221,95,3,193978,52106,0,84,0,519,0,2,0,4589,0,24477,7,7,0,9175,60755,20647,0,5410,0,2081,0,0,0,20064,87190,0,4555,4498,126170,107197,13437,17577,0,37672,22613,0,0,0,19,2041,0
minecraft.mined.grass_path,0,772,0,1,0,0,0,272,0,0,1734,283,0,0,0,0,0,1,0,231,0,97,0,0,0,252,845,64,0,92,0,5,0,0,0,169,970,0,99,1,1391,679,345,36,0,444,109,0,0,0,0,2,0
minecraft.mined.gravel,0,2672,0,1812,0,0,0,22750,1,0,139533,162133,0,88,0,141,0,0,0,2177,0,42365,0,0,0,11223,72323,36276,0,18229,0,7302,0,0,0,6232,46680,0,3731,6909,32825,37463,23856,5911,0,62871,5404,0,0,0,0,1043,0
minecraft.mined.gray_banner,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,9,12,0,0,0,3,0,0,0,0,0,0
minecraft.mined.gray_bed,0,178,0,0,0,0,0,9,0,0,68,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,56,0,0,1,0,0,0,0,0,0,25,0,0,0,29,4,0,0,0,34,0,0,0,0,0,0,0
minecraft.mined.gray_carpet,0,8,0,0,0,0,0,179,0,0,246,36,0,0,0,0,0,0,0,6,0,10,0,0,0,2,1,580,0,27,0,0,0,0,0,70,293,0,0,9,339,208,27,436,0,444,11,0,0,0,0,0,0
minecraft.mined.gray_concrete,0,144,0,0,0,0,0,1669,42,0,23659,6657,0,0,0,0,0,0,0,9,0,488,0,0,0,235,9035,6508,0,337,0,0,0,0,0,1289,13902,0,9,458,6822,1796,453,2163,0,21207,0,0,0,0,0,0,0
minecraft.mined.gray_concrete_powder,0,0,0,0,0,0,0,139,1,0,4109,18,0,0,0,0,0,0,0,0,0,2,0,0,0,29,13,45,0,1,0,0,0,0,0,220,1100,0,3,37,534,383,3,26,0,565,0,0,0,0,0,0,0
minecraft.mined.gray_glazed_terracotta,0,0,0,0,0,0,0,2,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,14,0,0,0,0,22,0,0,0,0,0,0,0
minecraft.mined.gray_shulker_box,0,446,0,10,0,0,0,141,0,0,22,21,0,0,0,0,0,0,0,7,0,28,0,0,0,29,278,154,0,177,0,1,0,0,0,0,424,0,5,0,1778,93,2,80,0,366,40,0,0,0,0,0,0
minecraft.mined.gray_stained_glass,0,0,0,0,0,0,0,271,0,0,810,39,0,0,0,0,0,0,0,0,0,2,0,0,0,3,124,13,0,0,0,0,0,0,0,2,358,0,0,6,81,37,4,11,0,1050,62,0,0,0,0,0,0
minecraft.mined.gray_stained_glass_pane,0,0,0,0,0,0,0,106,0,0,12,153,0,0,0,0,0,0,0,0,0,11,0,0,0,0,94,16,0,0,0,0,0,0,0,0,109,0,0,0,60,65,0,0,0,453,0,0,0,0,0,0,0
minecraft.mined.gray_terracotta,0,0,0,0,0,0,0,2,0,0,3096,21,0,0,0,0,0,0,0,0,0,110,0,0,0,0,9,0,0,26,0,0,0,0,0,0,367,0,0,0,1349,0,11,0,0,9,0,0,0,0,0,0,0
minecraft.mined.gray_wall_banner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,32,2,0,0,0,0,0,0,0,0,0,0,0
minecraft.mined.gray_wool,0,1,0,0,0,0,0,6,0,0,2,2,0,14,0,0,0,0,0,22,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,3,19,0,0,0,32,20,22,7,0,160,1,0,0,0,0,0,0
minecraft.mined.green_banner,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,3,0,0,1,1,0,0,0,0,0,0
